item_idx,iid,total_ratings,avg_rating
69,69,19,0.6987719298245615
70,70,25,0.7189333333333333
71,71,17,0.6992156862745098
72,72,29,0.6335632183908046
73,73,20,0.6736666666666666
74,74,19,0.5761403508771931
75,75,19,0.648421052631579
76,76,14,0.6335714285714287
77,77,23,0.7439130434782608
78,78,19,0.5915789473684211
79,79,22,0.6383333333333333
80,80,16,0.6218750000000001
81,81,19,0.6154385964912281
82,82,21,0.6339682539682541
83,83,26,0.6612820512820513
84,84,24,0.5965277777777778
85,85,15,0.6246666666666667
86,86,27,0.5928395061728395
87,87,14,0.636904761904762
88,88,25,0.7128
89,89,15,0.6413333333333334
90,90,18,0.6712962962962963
91,91,16,0.634375
92,92,22,0.5954545454545455
93,93,25,0.7281333333333333
94,94,16,0.65
95,95,21,0.7087301587301587
96,96,25,0.6408
97,97,18,0.527037037037037
98,98,24,0.5802777777777778
99,99,27,0.6992592592592592
100,100,19,0.6442105263157895
101,101,22,0.666969696969697
102,102,22,0.6593939393939394
103,103,25,0.6521333333333333
104,104,15,0.64
105,105,20,0.6243333333333334
106,106,21,0.5242857142857142
107,107,26,0.6582051282051282
108,108,22,0.6396969696969698
109,109,17,0.6562745098039215
110,110,19,0.6428070175438596
111,111,19,0.6915789473684211
112,112,17,0.6901960784313727
113,113,19,0.7266666666666667
114,114,14,0.7635714285714286
115,115,23,0.6839130434782609
116,116,22,0.6954545454545454
117,117,14,0.6188095238095238
118,118,18,0.6668518518518519
119,119,19,0.5224561403508772
120,120,19,0.6317543859649123
121,121,14,0.8545238095238095
122,122,18,0.6229629629629629
123,123,20,0.6168333333333333
124,124,18,0.7237037037037037
125,125,17,0.6856862745098039
126,126,14,0.6823809523809523
127,127,26,0.718974358974359
128,128,23,0.6
129,129,23,0.716231884057971
130,130,22,0.6339393939393939
131,131,17,0.6270588235294118
132,132,11,0.6636363636363636
133,133,24,0.7077777777777777
134,134,21,0.5460317460317461
135,135,26,0.7423076923076923
136,136,27,0.6335802469135802
137,137,13,0.7623076923076924
138,138,25,0.5873333333333334
139,139,24,0.5994444444444444
140,140,29,0.6822988505747126
141,141,21,0.6503174603174603
142,142,24,0.7170833333333334
143,143,21,0.6374603174603175
144,144,16,0.630625
145,145,20,0.6728333333333334
146,146,18,0.5992592592592593
147,147,21,0.6149206349206349
148,148,23,0.5975362318840579
149,149,15,0.6977777777777778
150,150,23,0.7895652173913044
151,151,18,0.5085185185185186
152,152,16,0.5939583333333333
153,153,27,0.6516049382716049
154,154,18,0.7505555555555555
155,155,18,0.6205555555555555
156,156,26,0.7520512820512821
157,157,22,0.6606060606060606
158,158,22,0.6575757575757576
159,159,20,0.7048333333333333
160,160,23,0.6621739130434783
161,161,12,0.5166666666666666
162,162,12,0.7347222222222222
163,163,18,0.6083333333333333
164,164,21,0.6807936507936508
165,165,20,0.5925
166,166,23,0.6376811594202898
167,167,20,0.5773333333333334
168,168,18,0.7594444444444445
169,169,19,0.7373684210526316
170,170,22,0.7059090909090909
171,171,15,0.632888888888889
172,172,19,0.6282456140350877
173,173,18,0.6005555555555556
174,174,17,0.6050980392156863
175,175,26,0.6623076923076923
176,176,19,0.6080701754385964
177,177,10,0.6743333333333333
178,178,16,0.755625
179,179,22,0.7089393939393939
180,180,15,0.562
181,181,19,0.6780701754385965
182,182,23,0.6260869565217392
183,183,16,0.7420833333333333
184,184,21,0.7052380952380952
185,185,16,0.5952083333333333
186,186,23,0.566231884057971
187,187,20,0.5985
188,188,18,0.7401851851851853
189,189,26,0.5957692307692308
190,190,14,0.8014285714285714
191,191,24,0.6777777777777777
192,192,15,0.48311111111111116
193,193,25,0.6962666666666667
194,194,22,0.696060606060606
195,195,22,0.6357575757575757
196,196,18,0.6788888888888889
197,197,17,0.5743137254901961
198,198,21,0.6888888888888889
199,199,20,0.6426666666666667
200,200,30,0.6308888888888888
201,201,19,0.6987719298245615
202,202,31,0.6529032258064515
203,203,17,0.6023529411764706
204,204,17,0.7558823529411764
205,205,19,0.6803508771929824
206,206,22,0.6892424242424243
207,207,22,0.662878787878788
208,208,18,0.7361111111111112
209,209,25,0.7192000000000001
210,210,16,0.5927083333333334
211,211,15,0.6768888888888889
212,212,19,0.7387719298245614
213,213,21,0.7
214,214,26,0.6571794871794872
215,215,13,0.6412820512820514
216,216,27,0.6044444444444445
217,217,24,0.7008333333333333
218,218,16,0.6858333333333333
219,219,28,0.7792857142857142
220,220,18,0.6990740740740741
221,221,20,0.7899999999999999
222,222,22,0.645909090909091
223,223,17,0.6531372549019608
224,224,14,0.6935714285714286
225,225,24,0.7086111111111112
226,226,27,0.7408641975308642
227,227,11,0.6230303030303029
228,228,20,0.7325
229,229,9,0.6418518518518518
230,230,26,0.6432051282051282
231,231,20,0.5825
232,232,26,0.7280769230769231
233,233,9,0.8348148148148148
234,234,17,0.6576470588235294
235,235,20,0.6613333333333333
236,236,15,0.6731111111111112
237,237,14,0.5773809523809524
238,238,16,0.6024999999999999
239,239,24,0.6148611111111111
240,240,19,0.6042105263157895
241,241,27,0.6869135802469136
242,242,20,0.6475000000000001
243,243,26,0.617948717948718
244,244,14,0.6438095238095238
245,245,18,0.5418518518518519
246,246,27,0.577037037037037
247,247,22,0.5557575757575758
248,248,20,0.6896666666666667
249,249,14,0.64
250,250,23,0.7018840579710145
251,251,24,0.7063888888888888
252,252,16,0.574375
253,253,18,0.6874074074074074
254,254,20,0.7566666666666666
255,255,18,0.7277777777777777
256,256,19,0.7096491228070175
257,257,27,0.5475308641975308
258,258,13,0.7382051282051282
259,259,17,0.5933333333333334
260,260,24,0.6311111111111111
261,261,21,0.5966666666666667
262,262,21,0.7188888888888889
263,263,15,0.7511111111111112
264,264,20,0.7046666666666667
265,265,19,0.7582456140350877
266,266,25,0.6402666666666668
267,267,22,0.6628787878787878
268,268,22,0.6322727272727273
269,269,22,0.6048484848484849
270,270,16,0.6427083333333333
271,271,15,0.6648888888888889
272,272,12,0.4780555555555555
273,273,20,0.6031666666666666
274,274,17,0.5903921568627452
275,275,14,0.6307142857142857
276,276,21,0.6398412698412698
277,277,19,0.7103508771929824
278,278,23,0.5833333333333333
279,279,17,0.6368627450980392
280,280,22,0.6606060606060606
281,281,23,0.6669565217391304
282,282,12,0.6966666666666667
283,283,15,0.7184444444444444
284,284,25,0.6841333333333333
285,285,24,0.7422222222222222
286,286,27,0.7019753086419753
287,287,24,0.6766666666666667
288,288,21,0.5988888888888889
289,289,25,0.6137333333333334
290,290,24,0.6695833333333333
291,291,25,0.6537333333333334
292,292,24,0.7459722222222221
293,293,13,0.5984615384615385
294,294,21,0.6236507936507937
295,295,22,0.6112121212121212
296,296,29,0.6429885057471265
297,297,20,0.53
298,298,17,0.5617647058823529
299,299,26,0.7185897435897436
300,300,24,0.6880555555555555
301,301,28,0.6440476190476191
302,302,22,0.728030303030303
303,303,10,0.7643333333333333
304,304,16,0.8179166666666666
305,305,22,0.5746969696969697
306,306,21,0.7647619047619048
307,307,27,0.6932098765432099
308,308,16,0.555625
309,309,18,0.6185185185185185
310,310,28,0.6803571428571429
311,311,12,0.5894444444444444
312,312,18,0.6516666666666667
313,313,17,0.6386274509803922
314,314,24,0.7013888888888888
315,315,24,0.6579166666666667
316,316,18,0.6312962962962962
317,317,24,0.6680555555555555
318,318,9,0.6944444444444444
319,319,24,0.7320833333333333
320,320,22,0.6762121212121212
321,321,16,0.7089583333333334
322,322,20,0.605
323,323,16,0.6672916666666666
324,324,26,0.6376923076923078
325,325,15,0.6757777777777778
326,326,18,0.6005555555555556
327,327,10,0.6913333333333334
328,328,19,0.5821052631578948
329,329,10,0.7603333333333333
330,330,27,0.6795061728395062
331,331,22,0.6153030303030304
332,332,23,0.6221739130434782
333,333,14,0.6466666666666666
334,334,13,0.6817948717948717
335,335,16,0.76125
336,336,29,0.6405747126436782
337,337,25,0.6325333333333333
338,338,23,0.6336231884057971
339,339,24,0.7227777777777779
340,340,18,0.6542592592592593
341,341,21,0.6873015873015873
342,342,25,0.5794666666666667
343,343,24,0.5923611111111111
344,344,14,0.6857142857142857
345,345,22,0.6778787878787879
346,346,24,0.7097222222222221
347,347,22,0.5842424242424242
348,348,14,0.6278571428571428
349,349,26,0.7261538461538461
350,350,22,0.7215151515151516
351,351,25,0.6072
352,352,23,0.5092753623188406
353,353,22,0.6430303030303031
354,354,21,0.7150793650793651
355,355,19,0.6405263157894737
356,356,31,0.6963440860215053
357,357,10,0.6896666666666667
358,358,22,0.5663636363636364
359,359,19,0.7519298245614036
360,360,13,0.7525641025641026
361,361,23,0.6236231884057971
362,362,23,0.6847826086956522
363,363,22,0.743939393939394
364,364,19,0.7012280701754385
365,365,17,0.6888235294117647
366,366,18,0.7757407407407408
367,367,23,0.6971014492753624
368,368,30,0.6799999999999999
369,369,12,0.5061111111111112
370,370,15,0.5768888888888888
371,371,16,0.69125
372,372,15,0.7015555555555556
373,373,18,0.6637037037037037
374,374,24,0.6626388888888889
375,375,24,0.74625
376,376,29,0.6933333333333332
377,377,24,0.7488888888888888
378,378,13,0.6069230769230769
379,379,22,0.6000000000000001
380,380,24,0.6505555555555556
381,381,21,0.6996825396825397
382,382,20,0.6505
383,383,17,0.6531372549019608
384,384,16,0.6247916666666666
385,385,12,0.7016666666666667
386,386,17,0.7062745098039216
387,387,24,0.6745833333333332
388,388,23,0.7127536231884058
389,389,25,0.7109333333333333
390,390,18,0.597962962962963
391,391,22,0.7074242424242425
392,392,20,0.7018333333333333
393,393,25,0.6258666666666667
394,394,14,0.7273809523809524
395,395,21,0.7022222222222222
396,396,25,0.7134666666666667
397,397,16,0.7175
398,398,18,0.7031481481481481
399,399,18,0.6777777777777777
400,400,15,0.6806666666666668
401,401,17,0.6907843137254902
402,402,25,0.6833333333333332
403,403,27,0.654320987654321
404,404,26,0.6971794871794871
405,405,23,0.6314492753623189
406,406,21,0.6574603174603174
407,407,18,0.6901851851851852
408,408,19,0.6991228070175438
409,409,22,0.6137878787878788
410,410,28,0.7288095238095238
411,411,26,0.6392307692307693
412,412,19,0.6940350877192983
413,413,21,0.6568253968253968
414,414,11,0.5845454545454545
415,415,22,0.537878787878788
416,416,18,0.5718518518518518
417,417,18,0.6537037037037038
418,418,19,0.7203508771929825
419,419,22,0.7278787878787878
420,420,18,0.6514814814814814
421,421,21,0.7403174603174604
422,422,12,0.6416666666666666
423,423,18,0.508888888888889
424,424,21,0.6922222222222222
425,425,16,0.626875
426,426,26,0.7344871794871796
427,427,15,0.6737777777777777
428,428,11,0.6072727272727273
429,429,17,0.6856862745098039
430,430,30,0.6833333333333333
431,431,21,0.6703174603174603
432,432,21,0.6663492063492064
433,433,14,0.7211904761904762
434,434,25,0.7249333333333332
435,435,23,0.6855072463768116
436,436,27,0.7111111111111111
437,437,25,0.7098666666666666
438,438,23,0.7084057971014492
439,439,18,0.7388888888888889
440,440,19,0.67
441,441,18,0.7096296296296296
442,442,18,0.6611111111111111
443,443,23,0.6307246376811594
444,444,22,0.7462121212121212
445,445,14,0.6740476190476191
446,446,18,0.6635185185185185
447,447,16,0.5685416666666666
448,448,14,0.7033333333333334
449,449,18,0.582037037037037
450,450,24,0.7020833333333334
451,451,20,0.6731666666666667
452,452,16,0.6983333333333334
453,453,17,0.5023529411764706
454,454,19,0.649298245614035
455,455,17,0.716078431372549
456,456,24,0.6795833333333333
457,457,15,0.6826666666666666
458,458,25,0.6958666666666667
459,459,17,0.607843137254902
460,460,14,0.621904761904762
461,461,20,0.6808333333333334
462,462,17,0.6254901960784314
463,463,21,0.7047619047619048
464,464,16,0.6885416666666667
465,465,23,0.6397101449275363
466,466,13,0.6366666666666667
467,467,17,0.6468627450980392
468,468,18,0.572037037037037
469,469,18,0.7383333333333334
470,470,24,0.6281944444444445
471,471,21,0.6482539682539683
472,472,24,0.6529166666666667
473,473,18,0.6131481481481482
474,474,23,0.6598550724637681
475,475,18,0.717962962962963
476,476,21,0.6807936507936508
477,477,23,0.643768115942029
478,478,19,0.6514035087719299
479,479,19,0.7117543859649123
480,480,18,0.6720370370370371
481,481,21,0.6323809523809525
482,482,17,0.5990196078431372
483,483,21,0.599047619047619
484,484,20,0.6363333333333333
485,485,21,0.7604761904761904
486,486,21,0.7526984126984126
487,487,13,0.7687179487179486
488,488,26,0.7260256410256409
489,489,27,0.64
490,490,18,0.6694444444444445
491,491,13,0.7656410256410257
492,492,18,0.6324074074074074
493,493,18,0.6470370370370371
494,494,20,0.6155
495,495,25,0.6833333333333332
496,496,30,0.5928888888888888
497,497,25,0.6774666666666667
498,498,19,0.7364912280701755
499,499,12,0.6766666666666666
