user_idx,uid,total_ratings,avg_rating
67,67,52,0.6291208791208791
68,68,51,0.5376535229476406
69,69,39,0.5880529726683573
70,70,44,0.5633116883116883
71,71,42,0.5576923076923077
72,72,48,0.5559180402930403
73,73,46,0.5707716196846632
74,74,50,0.5594505494505495
75,75,53,0.5069977192618702
76,76,55,0.5598901098901099
77,77,56,0.6001766091051806
78,78,53,0.5800850093302924
79,79,44,0.557067932067932
80,80,55,0.5873626373626374
81,81,47,0.5305704933364508
82,82,45,0.5557997557997558
83,83,50,0.557032967032967
84,84,42,0.5302197802197802
85,85,56,0.5137853218210361
86,86,52,0.5987426035502958
87,87,44,0.5578171828171828
88,88,53,0.6012855069458843
89,89,45,0.595054945054945
90,90,49,0.5481049562682215
91,91,52,0.5657755705832629
92,92,47,0.5355389291559505
93,93,40,0.6363324175824177
94,94,49,0.5948643193541153
95,95,51,0.5381921999569058
96,96,54,0.5256410256410257
97,97,45,0.5565934065934066
98,98,56,0.5624018838304553
99,99,52,0.570054945054945
100,100,54,0.5687830687830688
101,101,47,0.5317979892447978
102,102,47,0.5443652092588263
103,103,56,0.5750098116169545
104,104,51,0.5574229691876751
105,105,54,0.5847578347578348
106,106,48,0.5870535714285715
107,107,59,0.575619295958279
108,108,42,0.6068158032443747
109,109,49,0.5394707333482843
110,110,44,0.5683691308691309
111,111,48,0.6024496336996337
112,112,55,0.5944055944055944
113,113,56,0.5802099686028257
114,114,43,0.509200102223358
115,115,47,0.5572246902034136
116,116,68,0.5679945054945055
117,117,47,0.5879705400981996
118,118,54,0.613044363044363
119,119,53,0.5636533278042711
120,120,31,0.5641616448068061
121,121,55,0.5244255744255745
122,122,61,0.5671050261214196
123,123,49,0.5775958735142409
124,124,44,0.5709915084915085
125,125,49,0.5717089033415563
126,126,48,0.5335966117216118
127,127,55,0.5798201798201799
128,128,52,0.5445900253592562
129,129,47,0.5486322188449848
130,130,43,0.5552645029389216
131,131,56,0.5784929356357927
132,132,44,0.5837287712287712
133,133,58,0.5911803713527852
134,134,57,0.5578850973587816
135,135,29,0.5670708601743084
136,136,62,0.5943814250265863
137,137,61,0.5901639344262295
138,138,36,0.5486874236874236
139,139,30,0.5298534798534799
140,140,49,0.5893698138596097
141,141,62,0.5795373980857853
142,142,40,0.559478021978022
143,143,49,0.5416573222695672
144,144,48,0.5604967948717948
145,145,54,0.5333740333740334
146,146,61,0.5693118357052783
147,147,48,0.5452724358974359
148,148,50,0.5451098901098901
149,149,49,0.5561785153621888
150,150,37,0.5527918027918028
151,151,45,0.5842490842490843
152,152,47,0.5968552723871873
153,153,64,0.5705271291208791
154,154,45,0.5614163614163614
155,155,46,0.6006927854753942
156,156,39,0.5689630881938574
157,157,53,0.5593510263321585
158,158,64,0.5661057692307693
159,159,40,0.5557692307692308
160,160,50,0.5717582417582417
161,161,52,0.5693681318681318
162,162,47,0.5630699088145897
163,163,55,0.5867132867132867
164,164,47,0.6142155716623802
165,165,51,0.523109243697479
166,166,52,0.5773985629754861
167,167,49,0.5347050908275398
168,168,50,0.5312637362637362
169,169,45,0.5665445665445665
170,170,55,0.5645854145854146
171,171,49,0.5820251177394035
172,172,51,0.5693815987933636
173,173,58,0.5293671845395983
174,174,58,0.572139067828723
175,175,71,0.5730537068565238
176,176,49,0.5156425207445616
177,177,54,0.5663410663410664
178,178,44,0.5801698301698301
179,179,57,0.5325814536340853
180,180,44,0.5551323676323676
181,181,52,0.5868026204564666
182,182,44,0.5149225774225775
183,183,42,0.5506279434850864
184,184,47,0.5747603460369418
185,185,53,0.5857350196972838
186,186,48,0.561183608058608
187,187,46,0.5850453893932155
188,188,40,0.5786401098901098
189,189,57,0.536871023713129
190,190,63,0.5514564800279086
191,191,56,0.5970368916797488
192,192,45,0.6076923076923078
193,193,48,0.6284340659340659
194,194,55,0.5448051948051948
195,195,49,0.5775958735142409
196,196,45,0.5820512820512821
197,197,61,0.6001170960187354
198,198,51,0.5764382676147383
199,199,42,0.5691391941391941
