userId,productId,actionCode,device_type,timestamp,user_encoded,item_encoded,rating,gender_encoded,category_encoded,brand_encoded,device_encoded,hour,day_of_week,month,is_weekend,time_of_day,season
36,3,cart,desktop,2025-10-15 04:49:09,6,1,0.7,1,0,3,0,4,2,10,0,0,3
31,25,view,desktop,2025-10-15 04:58:09,1,23,0.3,0,7,2,0,4,2,10,0,0,3
35,22,view,tablet,2025-10-15 04:58:09,5,20,0.3,0,6,5,2,4,2,10,0,0,3
37,31,purchase,mobile,2025-10-15 05:40:09,7,29,1.0,1,3,0,1,5,2,10,0,0,3
50,6,purchase,mobile,2025-10-15 08:39:09,20,4,1.0,1,5,2,1,8,2,10,0,1,3
43,7,purchase,mobile,2025-10-15 11:36:09,13,5,1.0,0,5,4,1,11,2,10,0,1,3
42,30,purchase,mobile,2025-10-15 13:24:09,12,28,1.0,0,3,0,1,13,2,10,0,2,3
31,29,purchase,desktop,2025-10-15 13:40:09,1,27,1.0,0,3,1,0,13,2,10,0,2,3
35,16,view,mobile,2025-10-15 13:41:09,5,14,0.3,0,0,0,1,13,2,10,0,2,3
45,7,view,desktop,2025-10-15 15:28:09,15,5,0.3,0,5,4,0,15,2,10,0,2,3
48,6,view,mobile,2025-10-15 16:30:09,18,4,0.3,1,5,2,1,16,2,10,0,2,3
49,4,view,tablet,2025-10-15 16:51:09,19,2,0.3,1,5,2,2,16,2,10,0,2,3
49,23,view,mobile,2025-10-15 17:05:09,19,21,0.3,1,6,5,1,17,2,10,0,2,3
38,9,view,desktop,2025-10-15 17:30:09,8,7,0.3,1,2,3,0,17,2,10,0,2,3
47,15,view,desktop,2025-10-15 17:38:09,17,13,0.3,1,1,0,0,17,2,10,0,2,3
44,20,view,desktop,2025-10-15 18:58:09,14,18,0.3,0,4,4,0,18,2,10,0,3,3
31,17,purchase,desktop,2025-10-15 19:10:09,1,15,1.0,0,0,4,0,19,2,10,0,3,3
45,23,view,desktop,2025-10-15 22:50:09,15,21,0.3,0,6,5,0,22,2,10,0,3,3
45,23,cart,desktop,2025-10-15 23:04:09,15,21,0.7,0,6,5,0,23,2,10,0,3,3
43,30,view,mobile,2025-10-16 02:42:09,13,28,0.3,0,3,0,1,2,3,10,0,0,3
35,20,purchase,desktop,2025-10-16 03:42:09,5,18,1.0,0,4,4,0,3,3,10,0,0,3
44,28,purchase,mobile,2025-10-16 03:43:09,14,26,1.0,0,3,4,1,3,3,10,0,0,3
45,13,cart,tablet,2025-10-16 05:37:09,15,11,0.7,0,1,1,2,5,3,10,0,0,3
45,23,purchase,desktop,2025-10-16 07:04:09,15,21,1.0,0,6,5,0,7,3,10,0,1,3
43,23,view,mobile,2025-10-16 12:53:09,13,21,0.3,0,6,5,1,12,3,10,0,2,3
32,23,view,desktop,2025-10-16 13:13:09,2,21,0.3,0,6,5,0,13,3,10,0,2,3
32,23,cart,desktop,2025-10-16 13:14:09,2,21,0.7,0,6,5,0,13,3,10,0,2,3
42,2,view,desktop,2025-10-16 14:21:09,12,0,0.3,0,7,3,0,14,3,10,0,2,3
31,7,purchase,desktop,2025-10-16 15:13:09,1,5,1.0,0,5,4,0,15,3,10,0,2,3
41,7,cart,tablet,2025-10-16 16:39:09,11,5,0.7,0,5,4,2,16,3,10,0,2,3
31,6,view,desktop,2025-10-16 18:45:09,1,4,0.3,0,5,2,0,18,3,10,0,3,3
31,6,cart,mobile,2025-10-16 19:01:09,1,4,0.7,0,5,2,1,19,3,10,0,3,3
48,8,view,desktop,2025-10-16 19:35:09,18,6,0.3,1,5,5,0,19,3,10,0,3,3
40,10,cart,mobile,2025-10-16 21:14:09,10,8,0.7,1,2,3,1,21,3,10,0,3,3
34,20,cart,desktop,2025-10-16 22:36:09,4,18,0.7,0,4,4,0,22,3,10,0,3,3
50,27,view,desktop,2025-10-17 00:25:09,20,25,0.3,1,7,3,0,0,4,10,0,0,3
46,6,view,desktop,2025-10-17 01:06:09,16,4,0.3,1,5,2,0,1,4,10,0,0,3
46,21,cart,desktop,2025-10-17 02:34:09,16,19,0.7,1,4,4,0,2,4,10,0,0,3
32,23,purchase,desktop,2025-10-17 03:14:09,2,21,1.0,0,6,5,0,3,4,10,0,0,3
43,6,cart,mobile,2025-10-17 04:11:09,13,4,0.7,0,5,2,1,4,4,10,0,0,3
41,10,view,desktop,2025-10-17 05:18:09,11,8,0.3,0,2,3,0,5,4,10,0,0,3
44,28,view,desktop,2025-10-17 05:34:09,14,26,0.3,0,3,4,0,5,4,10,0,0,3
47,7,view,desktop,2025-10-17 05:39:09,17,5,0.3,1,5,4,0,5,4,10,0,0,3
41,11,cart,tablet,2025-10-17 05:59:09,11,9,0.7,0,2,3,2,5,4,10,0,0,3
47,7,cart,desktop,2025-10-17 06:09:09,17,5,0.7,1,5,4,0,6,4,10,0,1,3
33,22,view,tablet,2025-10-17 06:59:09,3,20,0.3,0,6,5,2,6,4,10,0,1,3
41,10,cart,desktop,2025-10-17 07:49:09,11,8,0.7,0,2,3,0,7,4,10,0,1,3
40,6,purchase,desktop,2025-10-17 10:48:09,10,4,1.0,1,5,2,0,10,4,10,0,1,3
50,24,view,mobile,2025-10-17 11:36:09,20,22,0.3,1,6,5,1,11,4,10,0,1,3
34,3,view,desktop,2025-10-17 13:01:09,4,1,0.3,0,0,3,0,13,4,10,0,2,3
50,5,view,mobile,2025-10-17 13:11:09,20,3,0.3,1,5,2,1,13,4,10,0,2,3
46,30,view,desktop,2025-10-17 13:29:09,16,28,0.3,1,3,0,0,13,4,10,0,2,3
46,30,cart,desktop,2025-10-17 13:45:09,16,28,0.7,1,3,0,0,13,4,10,0,2,3
40,24,cart,mobile,2025-10-17 14:21:09,10,22,0.7,1,6,5,1,14,4,10,0,2,3
45,22,cart,tablet,2025-10-17 14:25:09,15,20,0.7,0,6,5,2,14,4,10,0,2,3
32,31,view,mobile,2025-10-17 14:30:09,2,29,0.3,0,3,0,1,14,4,10,0,2,3
37,31,cart,mobile,2025-10-17 16:31:09,7,29,0.7,1,3,0,1,16,4,10,0,2,3
37,31,view,tablet,2025-10-17 16:39:09,7,29,0.3,1,3,0,2,16,4,10,0,2,3
37,31,cart,tablet,2025-10-17 16:49:09,7,29,0.7,1,3,0,2,16,4,10,0,2,3
33,28,view,desktop,2025-10-17 17:26:09,3,26,0.3,0,3,4,0,17,4,10,0,2,3
48,7,view,tablet,2025-10-17 17:27:09,18,5,0.3,1,5,4,2,17,4,10,0,2,3
42,22,view,desktop,2025-10-17 17:38:09,12,20,0.3,0,6,5,0,17,4,10,0,2,3
38,26,view,tablet,2025-10-17 17:42:09,8,24,0.3,1,7,1,2,17,4,10,0,2,3
38,26,cart,tablet,2025-10-17 17:52:09,8,24,0.7,1,7,1,2,17,4,10,0,2,3
37,31,cart,mobile,2025-10-17 18:55:09,7,29,0.7,1,3,0,1,18,4,10,0,3,3
44,28,cart,desktop,2025-10-17 19:27:09,14,26,0.7,0,3,4,0,19,4,10,0,3,3
46,10,purchase,desktop,2025-10-17 21:55:09,16,8,1.0,1,2,3,0,21,4,10,0,3,3
44,5,view,desktop,2025-10-17 23:00:09,14,3,0.3,0,5,2,0,23,4,10,0,3,3
38,26,purchase,tablet,2025-10-17 23:52:09,8,24,1.0,1,7,1,2,23,4,10,0,3,3
33,30,view,desktop,2025-10-18 05:26:09,3,28,0.3,0,3,0,0,5,5,10,1,0,3
45,5,view,mobile,2025-10-18 05:33:09,15,3,0.3,0,5,2,1,5,5,10,1,0,3
45,5,cart,mobile,2025-10-18 05:55:09,15,3,0.7,0,5,2,1,5,5,10,1,0,3
35,18,cart,desktop,2025-10-18 08:39:09,5,16,0.7,0,0,5,0,8,5,10,1,1,3
47,4,view,desktop,2025-10-18 10:49:09,17,2,0.3,1,5,2,0,10,5,10,1,1,3
43,4,cart,tablet,2025-10-18 13:05:09,13,2,0.7,0,5,2,2,13,5,10,1,2,3
40,10,view,desktop,2025-10-18 13:19:09,10,8,0.3,1,2,3,0,13,5,10,1,2,3
41,29,view,tablet,2025-10-18 13:55:09,11,27,0.3,0,3,1,2,13,5,10,1,2,3
32,7,view,desktop,2025-10-18 15:33:09,2,5,0.3,0,5,4,0,15,5,10,1,2,3
32,7,cart,desktop,2025-10-18 15:42:09,2,5,0.7,0,5,4,0,15,5,10,1,2,3
36,26,view,desktop,2025-10-18 15:51:09,6,24,0.3,1,7,1,0,15,5,10,1,2,3
36,13,view,tablet,2025-10-18 17:18:09,6,11,0.3,1,1,1,2,17,5,10,1,2,3
48,21,purchase,desktop,2025-10-18 17:25:09,18,19,1.0,1,4,4,0,17,5,10,1,2,3
48,29,view,mobile,2025-10-18 18:02:09,18,27,0.3,1,3,1,1,18,5,10,1,3,3
47,31,view,desktop,2025-10-18 22:56:09,17,29,0.3,1,3,0,0,22,5,10,1,3,3
48,28,view,desktop,2025-10-18 23:46:09,18,26,0.3,1,3,4,0,23,5,10,1,3,3
32,19,view,mobile,2025-10-19 00:57:09,2,17,0.3,0,4,1,1,0,6,10,1,0,3
39,18,view,desktop,2025-10-19 01:43:09,9,16,0.3,1,0,5,0,1,6,10,1,0,3
46,30,view,desktop,2025-10-19 03:56:09,16,28,0.3,1,3,0,0,3,6,10,1,0,3
38,25,view,desktop,2025-10-19 04:10:09,8,23,0.3,1,7,2,0,4,6,10,1,0,3
47,29,cart,tablet,2025-10-19 04:32:09,17,27,0.7,1,3,1,2,4,6,10,1,0,3
35,22,view,mobile,2025-10-19 05:15:09,5,20,0.3,0,6,5,1,5,6,10,1,0,3
31,6,view,mobile,2025-10-19 05:35:09,1,4,0.3,0,5,2,1,5,6,10,1,0,3
31,6,cart,mobile,2025-10-19 05:51:09,1,4,0.7,0,5,2,1,5,6,10,1,0,3
39,30,view,mobile,2025-10-19 06:32:09,9,28,0.3,1,3,0,1,6,6,10,1,1,3
39,30,cart,mobile,2025-10-19 07:02:09,9,28,0.7,1,3,0,1,7,6,10,1,1,3
44,29,view,tablet,2025-10-19 10:53:09,14,27,0.3,0,3,1,2,10,6,10,1,1,3
46,6,view,desktop,2025-10-19 12:50:09,16,4,0.3,1,5,2,0,12,6,10,1,2,3
43,2,view,tablet,2025-10-19 13:40:09,13,0,0.3,0,7,3,2,13,6,10,1,2,3
43,2,cart,tablet,2025-10-19 14:00:09,13,0,0.7,0,7,3,2,14,6,10,1,2,3
42,6,view,mobile,2025-10-19 14:02:09,12,4,0.3,0,5,2,1,14,6,10,1,2,3
34,5,view,mobile,2025-10-19 14:07:09,4,3,0.3,0,5,2,1,14,6,10,1,2,3
48,28,view,desktop,2025-10-19 15:04:09,18,26,0.3,1,3,4,0,15,6,10,1,2,3
48,28,cart,desktop,2025-10-19 15:25:09,18,26,0.7,1,3,4,0,15,6,10,1,2,3
35,20,view,desktop,2025-10-19 15:46:09,5,18,0.3,0,4,4,0,15,6,10,1,2,3
45,24,view,desktop,2025-10-19 16:52:09,15,22,0.3,0,6,5,0,16,6,10,1,2,3
34,18,view,mobile,2025-10-19 16:59:09,4,16,0.3,0,0,5,1,16,6,10,1,2,3
49,29,view,desktop,2025-10-19 17:22:09,19,27,0.3,1,3,1,0,17,6,10,1,2,3
38,10,view,mobile,2025-10-19 17:24:09,8,8,0.3,1,2,3,1,17,6,10,1,2,3
49,29,cart,desktop,2025-10-19 17:46:09,19,27,0.7,1,3,1,0,17,6,10,1,2,3
44,20,cart,mobile,2025-10-19 19:18:09,14,18,0.7,0,4,4,1,19,6,10,1,3,3
33,23,cart,desktop,2025-10-19 20:06:09,3,21,0.7,0,6,5,0,20,6,10,1,3,3
46,31,view,desktop,2025-10-19 22:06:09,16,29,0.3,1,3,0,0,22,6,10,1,3,3
45,5,purchase,mobile,2025-10-20 00:55:09,15,3,1.0,0,5,2,1,0,0,10,0,0,3
38,9,cart,mobile,2025-10-20 01:22:09,8,7,0.7,1,2,3,1,1,0,10,0,0,3
39,17,view,desktop,2025-10-20 02:07:09,9,15,0.3,1,0,4,0,2,0,10,0,0,3
37,5,purchase,desktop,2025-10-20 04:36:09,7,3,1.0,1,5,2,0,4,0,10,0,0,3
35,17,purchase,desktop,2025-10-20 04:45:09,5,15,1.0,0,0,4,0,4,0,10,0,0,3
41,5,cart,tablet,2025-10-20 04:58:09,11,3,0.7,0,5,2,2,4,0,10,0,0,3
44,8,cart,desktop,2025-10-20 05:13:09,14,6,0.7,0,5,5,0,5,0,10,0,0,3
45,23,cart,desktop,2025-10-20 05:43:09,15,21,0.7,0,6,5,0,5,0,10,0,0,3
49,12,view,mobile,2025-10-20 08:50:09,19,10,0.3,1,2,3,1,8,0,10,0,1,3
39,30,purchase,mobile,2025-10-20 11:02:09,9,28,1.0,1,3,0,1,11,0,10,0,1,3
32,7,purchase,desktop,2025-10-20 12:42:09,2,5,1.0,0,5,4,0,12,0,10,0,2,3
32,13,cart,desktop,2025-10-20 13:35:09,2,11,0.7,0,1,1,0,13,0,10,0,2,3
37,25,cart,mobile,2025-10-20 13:56:09,7,23,0.7,1,7,2,1,13,0,10,0,2,3
47,5,view,mobile,2025-10-20 17:43:09,17,3,0.3,1,5,2,1,17,0,10,0,2,3
47,5,cart,mobile,2025-10-20 17:47:09,17,3,0.7,1,5,2,1,17,0,10,0,2,3
48,2,cart,desktop,2025-10-20 19:06:09,18,0,0.7,1,7,3,0,19,0,10,0,3,3
36,13,view,tablet,2025-10-20 21:04:09,6,11,0.3,1,1,1,2,21,0,10,0,3,3
47,5,purchase,desktop,2025-10-20 21:12:09,17,3,1.0,1,5,2,0,21,0,10,0,3,3
36,13,cart,tablet,2025-10-20 21:27:09,6,11,0.7,1,1,1,2,21,0,10,0,3,3
33,30,view,desktop,2025-10-20 22:26:09,3,28,0.3,0,3,0,0,22,0,10,0,3,3
31,29,view,desktop,2025-10-20 23:58:09,1,27,0.3,0,3,1,0,23,0,10,0,3,3
31,29,cart,desktop,2025-10-21 00:02:09,1,27,0.7,0,3,1,0,0,1,10,0,0,3
31,6,purchase,mobile,2025-10-21 01:51:09,1,4,1.0,0,5,2,1,1,1,10,0,0,3
49,22,view,mobile,2025-10-21 01:52:09,19,20,0.3,1,6,5,1,1,1,10,0,0,3
35,31,view,desktop,2025-10-21 04:41:09,5,29,0.3,0,3,0,0,4,1,10,0,0,3
40,5,cart,desktop,2025-10-21 04:50:09,10,3,0.7,1,5,2,0,4,1,10,0,0,3
40,2,view,desktop,2025-10-21 05:03:09,10,0,0.3,1,7,3,0,5,1,10,0,0,3
47,31,view,desktop,2025-10-21 06:25:09,17,29,0.3,1,3,0,0,6,1,10,0,1,3
40,7,view,desktop,2025-10-21 06:56:09,10,5,0.3,1,5,4,0,6,1,10,0,1,3
40,7,cart,desktop,2025-10-21 07:01:09,10,5,0.7,1,5,4,0,7,1,10,0,1,3
49,23,view,tablet,2025-10-21 11:01:09,19,21,0.3,1,6,5,2,11,1,10,0,1,3
36,26,view,desktop,2025-10-21 12:27:09,6,24,0.3,1,7,1,0,12,1,10,0,2,3
49,8,cart,desktop,2025-10-21 12:49:09,19,6,0.7,1,5,5,0,12,1,10,0,2,3
36,26,cart,desktop,2025-10-21 12:54:09,6,24,0.7,1,7,1,0,12,1,10,0,2,3
48,30,cart,desktop,2025-10-21 14:15:09,18,28,0.7,1,3,0,0,14,1,10,0,2,3
37,31,view,desktop,2025-10-21 16:54:09,7,29,0.3,1,3,0,0,16,1,10,0,2,3
37,31,cart,desktop,2025-10-21 17:05:09,7,29,0.7,1,3,0,0,17,1,10,0,2,3
42,14,view,tablet,2025-10-21 17:18:09,12,12,0.3,0,1,1,2,17,1,10,0,2,3
36,27,cart,desktop,2025-10-21 18:59:09,6,25,0.7,1,7,3,0,18,1,10,0,3,3
45,13,view,mobile,2025-10-21 19:08:09,15,11,0.3,0,1,1,1,19,1,10,0,3,3
35,4,cart,desktop,2025-10-21 19:26:09,5,2,0.7,0,5,2,0,19,1,10,0,3,3
39,22,view,desktop,2025-10-21 22:22:09,9,20,0.3,1,6,5,0,22,1,10,0,3,3
37,24,cart,tablet,2025-10-21 22:36:09,7,22,0.7,1,6,5,2,22,1,10,0,3,3
34,5,view,desktop,2025-10-22 01:22:09,4,3,0.3,0,5,2,0,1,2,10,0,0,3
39,21,view,mobile,2025-10-22 04:51:09,9,19,0.3,1,4,4,1,4,2,10,0,0,3
39,21,cart,mobile,2025-10-22 05:20:09,9,19,0.7,1,4,4,1,5,2,10,0,0,3
32,14,view,mobile,2025-10-22 05:21:09,2,12,0.3,0,1,1,1,5,2,10,0,0,3
40,5,cart,desktop,2025-10-22 05:22:09,10,3,0.7,1,5,2,0,5,2,10,0,0,3
50,21,purchase,mobile,2025-10-22 05:36:09,20,19,1.0,1,4,4,1,5,2,10,0,0,3
39,18,purchase,desktop,2025-10-22 06:16:09,9,16,1.0,1,0,5,0,6,2,10,0,1,3
33,3,view,desktop,2025-10-22 07:33:09,3,1,0.3,0,0,3,0,7,2,10,0,1,3
35,5,view,mobile,2025-10-22 08:14:09,5,3,0.3,0,5,2,1,8,2,10,0,1,3
40,2,cart,desktop,2025-10-22 09:06:09,10,0,0.7,1,7,3,0,9,2,10,0,1,3
34,21,view,desktop,2025-10-22 09:43:09,4,19,0.3,0,4,4,0,9,2,10,0,1,3
46,3,view,desktop,2025-10-22 11:04:09,16,1,0.3,1,0,3,0,11,2,10,0,1,3
39,22,cart,mobile,2025-10-22 11:16:09,9,20,0.7,1,6,5,1,11,2,10,0,1,3
47,24,view,desktop,2025-10-22 11:19:09,17,22,0.3,1,6,5,0,11,2,10,0,1,3
44,31,purchase,mobile,2025-10-22 11:22:09,14,29,1.0,0,3,0,1,11,2,10,0,1,3
47,24,cart,desktop,2025-10-22 11:25:09,17,22,0.7,1,6,5,0,11,2,10,0,1,3
46,3,cart,desktop,2025-10-22 11:34:09,16,1,0.7,1,0,3,0,11,2,10,0,1,3
34,4,purchase,mobile,2025-10-22 12:47:09,4,2,1.0,0,5,2,1,12,2,10,0,2,3
40,6,purchase,desktop,2025-10-22 13:16:09,10,4,1.0,1,5,2,0,13,2,10,0,2,3
46,3,view,tablet,2025-10-22 14:17:09,16,1,0.3,1,0,3,2,14,2,10,0,2,3
34,21,cart,tablet,2025-10-22 14:22:09,4,19,0.7,0,4,4,2,14,2,10,0,2,3
50,31,view,tablet,2025-10-22 14:33:09,20,29,0.3,1,3,0,2,14,2,10,0,2,3
50,31,cart,tablet,2025-10-22 14:48:09,20,29,0.7,1,3,0,2,14,2,10,0,2,3
50,7,view,desktop,2025-10-22 15:52:09,20,5,0.3,1,5,4,0,15,2,10,0,2,3
45,8,view,desktop,2025-10-22 19:03:09,15,6,0.3,0,5,5,0,19,2,10,0,3,3
40,8,view,tablet,2025-10-22 19:29:09,10,6,0.3,1,5,5,2,19,2,10,0,3,3
43,31,view,mobile,2025-10-22 21:01:09,13,29,0.3,0,3,0,1,21,2,10,0,3,3
35,22,view,mobile,2025-10-22 23:57:09,5,20,0.3,0,6,5,1,23,2,10,0,3,3
48,28,view,desktop,2025-10-23 04:09:09,18,26,0.3,1,3,4,0,4,3,10,0,0,3
48,28,cart,desktop,2025-10-23 04:30:09,18,26,0.7,1,3,4,0,4,3,10,0,0,3
48,28,purchase,tablet,2025-10-23 05:25:09,18,26,1.0,1,3,4,2,5,3,10,0,0,3
40,31,view,desktop,2025-10-23 05:36:09,10,29,0.3,1,3,0,0,5,3,10,0,0,3
39,3,view,mobile,2025-10-23 06:53:09,9,1,0.3,1,0,3,1,6,3,10,0,1,3
38,2,view,desktop,2025-10-23 07:33:09,8,0,0.3,1,7,3,0,7,3,10,0,1,3
47,24,purchase,desktop,2025-10-23 08:25:09,17,22,1.0,1,6,5,0,8,3,10,0,1,3
33,24,cart,desktop,2025-10-23 08:59:09,3,22,0.7,0,6,5,0,8,3,10,0,1,3
37,31,purchase,desktop,2025-10-23 11:05:09,7,29,1.0,1,3,0,0,11,3,10,0,1,3
40,12,cart,mobile,2025-10-23 11:18:09,10,10,0.7,1,2,3,1,11,3,10,0,1,3
39,20,view,desktop,2025-10-23 11:22:09,9,18,0.3,1,4,4,0,11,3,10,0,1,3
46,28,view,mobile,2025-10-23 11:30:09,16,26,0.3,1,3,4,1,11,3,10,0,1,3
41,24,view,mobile,2025-10-23 11:31:09,11,22,0.3,0,6,5,1,11,3,10,0,1,3
36,20,cart,mobile,2025-10-23 11:36:09,6,18,0.7,1,4,4,1,11,3,10,0,1,3
46,28,cart,mobile,2025-10-23 11:37:09,16,26,0.7,1,3,4,1,11,3,10,0,1,3
